Nature,Section,DateTimeStamp,ArticleKey,Job,UserName,Wire,Seal,Terminal,ProductionRequestedPieces,ProductionPieces,UserRequestedPieces,TotalGoodPieces,SampleRequestedPieces
ProductionRestarted,Counter,"07/11/2024,16:49:55",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3417995, 3416080",,"T742401008, 1040, 1026",3500,"1065, 65",0,1065,
ProductionInterrupted,Counter,"07/11/2024,16:50:00",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3417995, 3416080",,"T742401008, 1040, 1026",3500,"1065, 65",0,1065,
ProductionRestarted,Counter,"07/11/2024,16:51:05",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3417995, 3416080",,"T742401008, 1040, 1026",3500,"1065, 65",0,1065,
ProductionInterrupted,Counter,"07/11/2024,16:51:09",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3417995, 3416080",,"T742401008, 1040, 1026",3500,"1065, 65",0,1065,
ProductionRestarted,Counter,"07/11/2024,16:51:34",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3417995, 3416080",,"T742401008, 1040, 1026",3500,"1065, 65",0,1065,
ProductionInterrupted,Counter,"07/11/2024,16:52:48",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3758355, 3756080",,"T742401008, 1143, 1126",3500,"1100, 100",0,1100,
ProductionRestarted,Counter,"07/11/2024,16:52:51",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3758355, 3756080",,"T742401008, 1143, 1126",3500,"1100, 100",0,1100,
ProductionInterrupted,Counter,"07/11/2024,16:54:19",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3758355, 3756080",,"T742401008, 1143, 1126",3500,"1145, 45",0,1145,
ProductionRestarted,Counter,"07/11/2024,16:54:26",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3758355, 3756080",,"T742401008, 1143, 1126",3500,"1145, 45",0,1145,
ProductionInterrupted,Counter,"07/11/2024,16:54:31",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3758355, 3756080",,"T742401008, 1143, 1126",3500,"1145, 45",0,1145,
ProductionRestarted,Counter,"07/11/2024,16:54:45",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3758355, 3756080",,"T742401008, 1143, 1126",3500,"1145, 45",0,1145,
ProductionInterrupted,Counter,"07/11/2024,16:54:49",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3758355, 3756080",,"T742401008, 1143, 1126",3500,"1145, 45",0,1145,
ProductionRestarted,Counter,"07/11/2024,16:57:25",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 3758355, 3756080",,"T742401008, 1143, 1126",3500,"1145, 45",0,1145,
ProductionInterrupted,Counter,"07/11/2024,16:59:19",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4098475, 4096080",,"T742401008, 1244, 1226",3500,"1200, 100",0,1200,
ProductionRestarted,Counter,"07/11/2024,16:59:22",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4098475, 4096080",,"T742401008, 1244, 1226",3500,"1200, 100",0,1200,
ProductionInterrupted,Counter,"07/11/2024,17:02:41",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4098475, 4096080",,"T742401008, 1244, 1226",3500,"1300, 100",0,1300,
ProductionRestarted,Counter,"07/11/2024,17:02:46",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4438595, 4436080",,"T742401008, 1345, 1326",3500,"1300, 100",0,1300,
ProductionInterrupted,Counter,"07/11/2024,17:06:09",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4778715, 4776080",,"T742401008, 1446, 1426",3500,"1400, 100",0,1400,
ProductionRestarted,Counter,"07/11/2024,17:06:12",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4778715, 4776080",,"T742401008, 1446, 1426",3500,"1400, 100",0,1400,
ProductionInterrupted,Counter,"07/11/2024,17:08:06",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4778715, 4776080",,"T742401008, 1446, 1426",3500,"1458, 58",0,1458,
ProductionRestarted,Counter,"07/11/2024,17:08:47",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4778715, 4776080",,"T742401008, 1446, 1426",3500,"1458, 58",0,1458,
ProductionInterrupted,Counter,"07/11/2024,17:08:53",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4778715, 4776080",,"T742401008, 1446, 1426",3500,"1461, 61",0,1461,
ProductionRestarted,Counter,"07/11/2024,17:08:55",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 4778715, 4776080",,"T742401008, 1446, 1426",3500,"1461, 61",0,1461,
ProductionInterrupted,Counter,"07/11/2024,17:10:17",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 5118840, 5116080",,"T742401008, 1547, 1526",3500,"1500, 100",0,1500,
ProductionRestarted,Counter,"07/11/2024,17:10:20",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 5118840, 5116080",,"T742401008, 1547, 1526",3500,"1500, 100",0,1500,
ProductionInterrupted,Counter,"07/11/2024,17:13:41",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 5459080, 5456080",,"T742401008, 1649, 1626",3500,"1600, 100",0,1600,
ProductionRestarted,Counter,"07/11/2024,17:13:44",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 5459080, 5456080",,"T742401008, 1649, 1626",3500,"1600, 100",0,1600,
ProductionInterrupted,Counter,"07/11/2024,17:17:06",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 5799440, 5796080",,"T742401008, 1752, 1726",3500,"1700, 100",0,1700,
ProductionRestarted,Counter,"07/11/2024,17:17:09",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 5799440, 5796080",,"T742401008, 1752, 1726",3500,"1700, 100",0,1700,
ProductionInterrupted,Counter,"07/11/2024,17:19:43",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 5799440, 5796080",,"T742401008, 1752, 1726",3500,"1776, 76",0,1776,
ProductionRestarted,Counter,"07/11/2024,17:31:30",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 5799440, 5796080",,"T742401008, 1752, 1726",3500,"1776, 76",0,1776,
ProductionInterrupted,Counter,"07/11/2024,17:32:22",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 6139805, 6136080",,"T742401008, 1855, 1826",3500,"1800, 100",0,1800,
ProductionRestarted,Counter,"07/11/2024,17:32:25",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 6139805, 6136080",,"T742401008, 1855, 1826",3500,"1800, 100",0,1800,
ProductionInterrupted,Counter,"07/11/2024,17:35:44",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 6479805, 6476080",,"T742401008, 1955, 1926",3500,"1900, 100",0,1900,
ProductionRestarted,Counter,"07/11/2024,17:35:47",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 6479805, 6476080",,"T742401008, 1955, 1926",3500,"1900, 100",0,1900,
ProductionInterrupted,Counter,"07/11/2024,17:39:07",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 6819925, 6816080",,"T742401008, 2056, 2026",3500,"2000, 100",0,2000,
ProductionRestarted,Counter,"07/11/2024,17:39:10",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 6819925, 6816080",,"T742401008, 2056, 2026",3500,"2000, 100",0,2000,
ProductionInterrupted,Counter,"07/11/2024,17:42:35",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 7160525, 7156080",,"T742401008, 2161, 2126",3500,"2100, 100",0,2100,
ProductionRestarted,Counter,"07/11/2024,17:42:38",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 7160525, 7156080",,"T742401008, 2161, 2126",3500,"2100, 100",0,2100,
ProductionInterrupted,Counter,"07/11/2024,17:45:57",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 7500525, 7496080",,"T742401008, 2261, 2226",3500,"2200, 100",0,2200,
ProductionRestarted,Counter,"07/11/2024,17:46:00",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 7500525, 7496080",,"T742401008, 2261, 2226",3500,"2200, 100",0,2200,
ProductionInterrupted,Counter,"07/11/2024,17:49:19",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 7840525, 7836080",,"T742401008, 2361, 2326",3500,"2300, 100",0,2300,
ProductionRestarted,Counter,"07/11/2024,17:49:22",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 7840525, 7836080",,"T742401008, 2361, 2326",3500,"2300, 100",0,2300,
ProductionInterrupted,Counter,"07/11/2024,17:52:45",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 8180885, 8176080",,"T742401008, 2464, 2426",3500,"2400, 100",0,2400,
ProductionRestarted,Counter,"07/11/2024,17:52:48",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 8180885, 8176080",,"T742401008, 2464, 2426",3500,"2400, 100",0,2400,
ProductionInterrupted,Counter,"07/11/2024,17:52:52",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 8180885, 8176080",,"T742401008, 2464, 2426",3500,"2403, 3",0,2403,
ProductionRestarted,Counter,"07/11/2024,18:29:11",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 8180885, 8176080",,"T742401008, 2464, 2426",3500,"2403, 3",0,2403,
ProductionInterrupted,Counter,"07/11/2024,18:32:30",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 8521130, 8516080",,"T742401008, 2566, 2526",3500,"2500, 100",0,2500,
ProductionRestarted,Counter,"07/11/2024,18:32:33",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 8521130, 8516080",,"T742401008, 2566, 2526",3500,"2500, 100",0,2500,
ProductionInterrupted,Counter,"07/11/2024,18:35:53",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 8861130, 8856080",,"T742401008, 2666, 2626",3500,"2600, 100",0,2600,
ProductionRestarted,Counter,"07/11/2024,18:35:55",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 8861130, 8856080",,"T742401008, 2666, 2626",3500,"2600, 100",0,2600,
ProductionInterrupted,Counter,"07/11/2024,18:39:14",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 9201130, 9196080",,"T742401008, 2766, 2726",3500,"2700, 100",0,2700,
ProductionRestarted,Counter,"07/11/2024,18:39:17",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 9201130, 9196080",,"T742401008, 2766, 2726",3500,"2700, 100",0,2700,
ProductionInterrupted,Counter,"07/11/2024,18:42:36",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 9541130, 9536080",,"T742401008, 2866, 2826",3500,"2800, 100",0,2800,
ProductionRestarted,Counter,"07/11/2024,18:42:39",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 9541130, 9536080",,"T742401008, 2866, 2826",3500,"2800, 100",0,2800,
ProductionInterrupted,Counter,"07/11/2024,18:45:59",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 9881250, 9876080",,"T742401008, 2967, 2926",3500,"2900, 100",0,2900,
ProductionRestarted,Counter,"07/11/2024,18:46:02",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 9881250, 9876080",,"T742401008, 2967, 2926",3500,"2900, 100",0,2900,
ProductionRestarted,Counter,"07/11/2024,18:49:33",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 9881250, 9876080",,"T742401008, 2967, 2926",3500,"2995, 95",0,2995,
ProductionInterrupted,Counter,"07/11/2024,18:49:48",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10221375, 10216080",,"T742401008, 3068, 3026",3500,"3000, 100",0,3000,
ProductionRestarted,Counter,"07/11/2024,18:49:51",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10221375, 10216080",,"T742401008, 3068, 3026",3500,"3000, 100",0,3000,
ProductionInterrupted,Counter,"07/11/2024,18:53:11",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3100, 100",0,3100,
ProductionRestarted,Counter,"07/11/2024,18:53:14",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3100, 100",0,3100,
ProductionInterrupted,Counter,"07/11/2024,18:53:20",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3104, 4",0,3104,
ProductionRestarted,Counter,"07/11/2024,18:53:37",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3104, 4",0,3104,
ProductionInterrupted,Counter,"07/11/2024,18:53:42",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3104, 4",0,3104,
ProductionRestarted,Counter,"07/11/2024,18:53:44",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3104, 4",0,3104,
ProductionInterrupted,Counter,"07/11/2024,18:53:47",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3104, 4",0,3104,
ProductionRestarted,Counter,"07/11/2024,18:56:08",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3104, 4",0,3104,
ProductionInterrupted,Counter,"07/11/2024,18:56:15",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3106, 6",0,3106,
ProductionRestarted,Counter,"07/11/2024,18:56:33",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3106, 6",0,3106,
ProductionInterrupted,Counter,"07/11/2024,18:56:38",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3106, 6",0,3106,
ProductionRestarted,Counter,"07/11/2024,18:57:43",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3106, 6",0,3106,
ProductionInterrupted,Counter,"07/11/2024,18:57:46",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3106, 6",0,3106,
ProductionRestarted,Counter,"07/11/2024,18:57:57",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10561495, 10556080",,"T742401008, 3169, 3126",3500,"3106, 6",0,3106,
ProductionInterrupted,Counter,"07/11/2024,19:01:09",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10901735, 10896080",,"T742401008, 3271, 3226",3500,"3200, 100",0,3200,
ProductionRestarted,Counter,"07/11/2024,19:01:12",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10901735, 10896080",,"T742401008, 3271, 3226",3500,"3200, 100",0,3200,
ProductionInterrupted,Counter,"07/11/2024,19:02:16",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10901735, 10896080",,"T742401008, 3271, 3226",3500,"3233, 33",0,3233,
ProductionRestarted,Counter,"07/11/2024,19:10:01",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 10901735, 10896080",,"T742401008, 3271, 3226",3500,"3233, 33",0,3233,
ProductionInterrupted,Counter,"07/11/2024,19:12:19",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11241740, 11236080",,"T742401008, 3371, 3326",3500,"3300, 100",0,3300,
ProductionRestarted,Counter,"07/11/2024,19:12:22",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11241740, 11236080",,"T742401008, 3371, 3326",3500,"3300, 100",0,3300,
ProductionInterrupted,Counter,"07/11/2024,19:15:41",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11581740, 11576080",,"T742401008, 3471, 3426",3500,"3400, 100",0,3400,
ProductionRestarted,Counter,"07/11/2024,19:15:44",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11581740, 11576080",,"T742401008, 3471, 3426",3500,"3400, 100",0,3400,
ProductionInterrupted,Counter,"07/11/2024,19:19:02",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11581740, 11576080",,"T742401008, 3471, 3426",3500,"3500, 100",0,3500,
ProductionRestarted,Counter,"07/11/2024,19:19:16",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11921860, 11916080",,"T742401008, 3571, 3525",3500,"3500, 100",0,3500,
ProductionInterrupted,Counter,"07/11/2024,19:19:17",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11921860, 11916080",,"T742401008, 3571, 3525",3500,"3500, 100",0,3500,
ProductionRestarted,Counter,"07/11/2024,19:19:19",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11921860, 11916080",,"T742401008, 3571, 3525",3500,"3500, 100",0,3500,
ProductionInterrupted,Counter,"07/11/2024,19:19:29",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11921860, 11916080",,"T742401008, 3571, 3525",3500,"3504, 100",4,3504,
ProductionRestarted,Counter,"07/11/2024,19:40:29",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11935465, 11929680",,"T742401008, 3575, 3529",3500,"3504, 100",4,3504,
ProductionInterrupted,Counter,"07/11/2024,19:40:31",57812_-4,"57812_-4, 1",HAITHEM,"CU02CR003/F3, 11935465, 11929680",,"T742401008, 3575, 3529",3500,"3504, 100",4,3504,
SampleStarted,Counter,"07/11/2024,19:48:04",57812_-2,"57812_-2, 1",HAITHEM,"CU02CR003/F3, 11935465, 11929680",,"T742401008, 3575, 3529",,,,,
SampleTerminated,Counter,"07/11/2024,19:48:29",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 365, 240","Y2093, 2, 2","TMCSFD01, 1, 1",,,,,1
LearnStarted,Counter,"07/11/2024,19:48:50",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 365, 240","Y2093, 2, 2","TMCSFD01, 1, 1",,,,,
LearnTerminated,Counter,"07/11/2024,19:50:29",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 3890, 3755","Y2093, 3, 3","TMCSFD01, 2, 2",,,,,
LearnStarted,Counter,"07/11/2024,19:50:32",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 3890, 3755","Y2093, 3, 3","TMCSFD01, 2, 2",,,,,
LearnTerminated,Counter,"07/11/2024,19:51:50",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 4265, 4115","Y2093, 6, 6","TMCSFD01, 5, 5",,,,,
SampleStarted,Counter,"07/11/2024,19:52:01",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 4265, 4115","Y2093, 6, 6","TMCSFD01, 5, 5",,,,,
SampleTerminated,Counter,"07/11/2024,19:52:14",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 4390, 4235","Y2093, 7, 7","TMCSFD01, 6, 6",,,,,1
SampleStarted,Counter,"07/11/2024,19:52:25",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 4390, 4235","Y2093, 7, 7","TMCSFD01, 6, 6",,,,,
SampleTerminated,Counter,"07/11/2024,19:52:41",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 4515, 4355","Y2093, 8, 8","TMCSFD01, 7, 7",,,,,1
SampleStarted,Counter,"07/11/2024,19:52:49",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 4515, 4355","Y2093, 8, 8","TMCSFD01, 7, 7",,,,,
SampleTerminated,Counter,"07/11/2024,19:53:11",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 5000, 4835","Y2093, 12, 12","TMCSFD01, 11, 11",,,,,4
ProductionStarted,Counter,"07/11/2024,19:53:43",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 5000, 4835","Y2093, 12, 12","TMCSFD01, 11, 11",3500,"1, 1",,,
ProductionInterrupted,Counter,"07/11/2024,19:57:43",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 344505, 344335","Y2093, 113, 113","TMCSFD01, 112, 112",3500,"100, 100",0,100,
ProductionRestarted,Counter,"07/11/2024,19:57:46",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 344505, 344335","Y2093, 113, 113","TMCSFD01, 112, 112",3500,"100, 100",0,100,
ProductionInterrupted,Counter,"07/11/2024,20:01:18",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 344505, 344335","Y2093, 113, 113","TMCSFD01, 112, 112",3500,"191, 91",0,191,
ProductionRestarted,Counter,"07/11/2024,20:01:22",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 344505, 344335","Y2093, 113, 113","TMCSFD01, 112, 112",3500,"191, 91",0,191,
ProductionInterrupted,Counter,"07/11/2024,20:01:26",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 344505, 344335","Y2093, 113, 113","TMCSFD01, 112, 112",3500,"191, 91",0,191,
ProductionRestarted,Counter,"07/11/2024,20:01:29",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 344505, 344335","Y2093, 113, 113","TMCSFD01, 112, 112",3500,"191, 91",0,191,
ProductionInterrupted,Counter,"07/11/2024,20:01:32",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 344505, 344335","Y2093, 113, 113","TMCSFD01, 112, 112",3500,"191, 91",0,191,
ProductionRestarted,Counter,"07/11/2024,20:03:35",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 344505, 344335","Y2093, 113, 113","TMCSFD01, 112, 112",3500,"191, 91",0,191,
ProductionInterrupted,Counter,"07/11/2024,20:04:02",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 684125, 683835","Y2093, 214, 213","TMCSFD01, 213, 212",3500,"200, 100",0,200,
ProductionRestarted,Counter,"07/11/2024,20:04:05",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 684125, 683835","Y2093, 214, 213","TMCSFD01, 213, 212",3500,"200, 100",0,200,
ProductionInterrupted,Counter,"07/11/2024,20:07:59",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 684125, 683835","Y2093, 214, 213","TMCSFD01, 213, 212",3500,"300, 100",0,300,
ProductionRestarted,Counter,"07/11/2024,20:08:41",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 1023625, 1023335","Y2093, 314, 313","TMCSFD01, 313, 312",3500,"300, 100",0,300,
ProductionInterrupted,Counter,"07/11/2024,20:12:41",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 1363245, 1362835","Y2093, 415, 413","TMCSFD01, 413, 412",3500,"400, 100",0,400,
ProductionRestarted,Counter,"07/11/2024,20:12:44",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 1363245, 1362835","Y2093, 415, 413","TMCSFD01, 413, 412",3500,"400, 100",0,400,
ProductionInterrupted,Counter,"07/11/2024,20:16:40",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 1702745, 1702335","Y2093, 515, 513","TMCSFD01, 513, 512",3500,"500, 100",0,500,
ProductionRestarted,Counter,"07/11/2024,20:16:43",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 1702745, 1702335","Y2093, 515, 513","TMCSFD01, 513, 512",3500,"500, 100",0,500,
ProductionInterrupted,Counter,"07/11/2024,20:20:38",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 2042245, 2041835","Y2093, 615, 613","TMCSFD01, 613, 612",3500,"600, 100",0,600,
ProductionRestarted,Counter,"07/11/2024,20:20:41",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 2042245, 2041835","Y2093, 615, 613","TMCSFD01, 613, 612",3500,"600, 100",0,600,
ProductionInterrupted,Counter,"07/11/2024,20:24:37",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 2381745, 2381335","Y2093, 715, 713","TMCSFD01, 713, 712",3500,"700, 100",0,700,
ProductionRestarted,Counter,"07/11/2024,20:24:40",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 2381745, 2381335","Y2093, 715, 713","TMCSFD01, 713, 712",3500,"700, 100",0,700,
ProductionInterrupted,Counter,"07/11/2024,20:28:36",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 2721245, 2720835","Y2093, 815, 813","TMCSFD01, 813, 812",3500,"800, 100",0,800,
ProductionRestarted,Counter,"07/11/2024,20:28:39",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 2721245, 2720835","Y2093, 815, 813","TMCSFD01, 813, 812",3500,"800, 100",0,800,
ProductionInterrupted,Counter,"07/11/2024,20:32:35",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 3060745, 3060335","Y2093, 915, 913","TMCSFD01, 913, 912",3500,"900, 100",0,900,
ProductionRestarted,Counter,"07/11/2024,20:32:38",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 3060745, 3060335","Y2093, 915, 913","TMCSFD01, 913, 912",3500,"900, 100",0,900,
ProductionInterrupted,Counter,"07/11/2024,20:36:32",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 3060745, 3060335","Y2093, 915, 913","TMCSFD01, 913, 912",3500,"1000, 100",0,1000,
ProductionRestarted,Counter,"07/11/2024,20:36:37",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 3400245, 3399835","Y2093, 1015, 1013","TMCSFD01, 1013, 1012",3500,"1000, 100",0,1000,
ProductionInterrupted,Counter,"07/11/2024,20:40:36",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 3739745, 3739335","Y2093, 1115, 1113","TMCSFD01, 1113, 1112",3500,"1100, 100",0,1100,
ProductionRestarted,Counter,"07/11/2024,20:40:39",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 3739745, 3739335","Y2093, 1115, 1113","TMCSFD01, 1113, 1112",3500,"1100, 100",0,1100,
ProductionInterrupted,Counter,"07/11/2024,20:44:33",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 3739745, 3739335","Y2093, 1115, 1113","TMCSFD01, 1113, 1112",3500,"1200, 100",0,1200,
ProductionRestarted,Counter,"07/11/2024,20:46:19",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 4079245, 4078835","Y2093, 1215, 1213","TMCSFD01, 1213, 1212",3500,"1200, 100",0,1200,
ProductionInterrupted,Counter,"07/11/2024,20:50:18",57812_-2,"57812_-2, 1",HAITHEM,"CU03CR004/F3, 4418745, 4418335","Y2093, 1315, 1313","TMCSFD01, 1313, 1312",3500,"1300, 100",0,1300,
