Nature,Section,DateTimeStamp,ArticleKey,Job,UserName,Wire,Seal,Terminal,ProductionRequestedPieces,ProductionPieces,UserRequestedPieces,TotalGoodPieces,SampleRequestedPieces
SampleStarted,Counter,"07/11/2024,13:46:23",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1880740, 1774632",,"T1241608/1, 7561, 7183",,,,,1
SampleTerminated,Counter,"07/11/2024,13:46:36",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1881060, 1774632",,"T1241608/1, 7562, 7183",,,,,1
SampleStarted,Counter,"07/11/2024,13:46:40",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1881060, 1774632",,"T1241608/1, 7562, 7183",,,,,1
SampleTerminated,Counter,"07/11/2024,13:46:52",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1881336, 1774632",,"T1241608/1, 7563, 7183",,,,,1
LearnStarted,Counter,"07/11/2024,13:47:03",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1881336, 1774632",,"T1241608/1, 7563, 7183",,,,,
LearnTerminated,Counter,"07/11/2024,13:47:37",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1882256, 1774632",,"T1241608/1, 7568, 7183",,,,,
SampleStarted,Counter,"07/11/2024,13:47:54",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1882256, 1774632",,"T1241608/1, 7568, 7183",,,,,1
SampleTerminated,Counter,"07/11/2024,13:48:06",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1882532, 1774632",,"T1241608/1, 7569, 7183",,,,,1
ProductionStarted,Counter,"07/11/2024,13:48:28",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1882532, 1774632",,"T1241608/1, 7569, 7183",500,,,,
ProductionInterrupted,Counter,"07/11/2024,13:48:46",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1883656, 1775586",,"T1241608/1, 7578, 7192",500,,6,9,
ProductionRestarted,Counter,"07/11/2024,13:49:04",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1883656, 1775586",,"T1241608/1, 7578, 7192",500,,5,9,
ProductionInterrupted,Counter,"07/11/2024,13:50:39",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1888638, 1780568",,"T1241608/1, 7625, 7239",500,,5,56,
ProductionRestarted,Counter,"07/11/2024,13:50:47",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1888638, 1780568",,"T1241608/1, 7625, 7239",500,,5,56,
ProductionInterrupted,Counter,"07/11/2024,13:57:31",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1909838, 1801768",,"T1241608/1, 7825, 7439",500,,5,256,
ProductionRestarted,Counter,"07/11/2024,13:57:42",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1909838, 1801768",,"T1241608/1, 7825, 7439",500,,5,256,
ProductionTerminated,Counter,"07/11/2024,14:06:04",57479_-31,"57479_-31, 1",MED AMIN,"CU06CR003, 1936232, 1828162",,"T1241608/1, 8074, 7688",500,,5,505,
SampleStarted,Counter,"07/11/2024,14:07:56",57479_-28,"57479_-28, 1",MED AMIN,"CU06CR003, 1936232, 1828162",,"T1241608/1, 8074, 7688",,,,,1
SampleTerminated,Counter,"07/11/2024,14:08:08",57479_-28,"57479_-28, 1",MED AMIN,"CU06CR003, 1936503, 1828162",,"T1241608/1, 8075, 7688",,,,,1
ProductionStarted,Counter,"07/11/2024,14:09:03",57479_-28,"57479_-28, 1",MED AMIN,"CU06CR003, 1936503, 1828162",,"T1241608/1, 8075, 7688",500,,,,
ProductionInterrupted,Counter,"07/11/2024,14:12:31",57479_-28,"57479_-28, 1",MED AMIN,"CU06CR003, 1947076, 1838565",,"T1241608/1, 8178, 7791",500,,5,103,
ProductionRestarted,Counter,"07/11/2024,14:13:00",57479_-28,"57479_-28, 1",MED AMIN,"CU06CR003, 1947076, 1838565",,"T1241608/1, 8178, 7791",500,,5,103,
ProductionInterrupted,Counter,"07/11/2024,14:16:44",57479_-28,"57479_-28, 1",MED AMIN,"CU06CR003, 1960780, 1852099",,"T1241608/1, 8312, 7925",500,,5,237,
ProductionRestarted,Counter,"07/11/2024,14:16:56",57479_-28,"57479_-28, 1",MED AMIN,"CU06CR003, 1960780, 1852099",,"T1241608/1, 8312, 7925",500,,5,237,
ProductionTerminated,Counter,"07/11/2024,14:24:22",57479_-28,"57479_-28, 1",MED AMIN,"CU06CR003, 1987848, 1879167",,"T1241608/1, 8580, 8193",500,,5,505,
SampleStarted,Counter,"07/11/2024,14:47:29",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10984771, 10866150",,"T1241608/1, 8580, 8193",,,,,1
SampleTerminated,Counter,"07/11/2024,14:47:41",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10985261, 10866150",,"T1241608/1, 8581, 8193",,,,,1
SampleStarted,Counter,"07/11/2024,14:49:42",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10985261, 10866150",,"T1241608/1, 8581, 8193",,,,,1
SampleStarted,Counter,"07/11/2024,14:51:13",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10985581, 10866150",,"T1241608/1, 8581, 8193",,,,,1
SampleTerminated,Counter,"07/11/2024,14:51:25",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10985901, 10866150",,"T1241608/1, 8582, 8193",,,,,1
SampleStarted,Counter,"07/11/2024,14:51:34",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10985901, 10866150",,"T1241608/1, 8582, 8193",,,,,1
SampleTerminated,Counter,"07/11/2024,14:51:46",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10986221, 10866150",,"T1241608/1, 8583, 8193",,,,,1
SampleStarted,Counter,"07/11/2024,14:52:25",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10986221, 10866150",,"T1241608/1, 8583, 8193",,,,,1
SampleTerminated,Counter,"07/11/2024,14:52:38",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10986541, 10866150",,"T1241608/1, 8584, 8193",,,,,1
SampleStarted,Counter,"07/11/2024,14:52:41",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10986541, 10866150",,"T1241608/1, 8584, 8193",,,,,1
SampleTerminated,Counter,"07/11/2024,14:52:53",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10988298, 10866150",,"T1241608/1, 8584, 8193",,,,,1
SampleStarted,Counter,"07/11/2024,14:54:05",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10988298, 10866150",,"T1241608/1, 8584, 8193",,,,,1
SampleTerminated,Counter,"07/11/2024,14:54:17",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10990055, 10866150",,"T1241608/1, 8584, 8193",,,,,1
SampleStarted,Counter,"07/11/2024,14:54:18",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10990055, 10866150",,"T1241608/1, 8584, 8193",,,,,1
SampleTerminated,Counter,"07/11/2024,14:54:30",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10990375, 10866150",,"T1241608/1, 8585, 8193",,,,,1
LearnStarted,Counter,"07/11/2024,14:54:47",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10990375, 10866150",,"T1241608/1, 8585, 8193",,,,,
LearnTerminated,Counter,"07/11/2024,14:55:20",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10991295, 10866150",,"T1241608/1, 8590, 8193",,,,,
ProductionStarted,Counter,"07/11/2024,15:01:05",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10991295, 10866150",,"T1241608/1, 8590, 8193",500,,,,
ProductionInterrupted,Counter,"07/11/2024,15:01:15",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10999400, 10874085",,"T1241608/1, 8595, 8198",500,,,5,
ProductionRestarted,Counter,"07/11/2024,15:02:24",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 10999400, 10874085",,"T1241608/1, 8595, 8198",500,,,5,
ProductionInterrupted,Counter,"07/11/2024,15:03:41",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11062880, 10937565",,"T1241608/1, 8635, 8238",500,,2,45,
ProductionRestarted,Counter,"07/11/2024,15:03:48",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11062880, 10937565",,"T1241608/1, 8635, 8238",500,,2,45,
ProductionInterrupted,Counter,"07/11/2024,15:05:41",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11154926, 11028024",,"T1241608/1, 8693, 8295",500,,2,102,
ProductionRestarted,Counter,"07/11/2024,15:05:46",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11154926, 11028024",,"T1241608/1, 8693, 8295",500,,2,102,
ProductionInterrupted,Counter,"07/11/2024,15:07:35",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11154926, 11028024",,"T1241608/1, 8693, 8295",500,,2,156,
ProductionRestarted,Counter,"07/11/2024,15:11:13",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11243798, 11113722",,"T1241608/1, 8749, 8349",500,,2,156,
ProductionInterrupted,Counter,"07/11/2024,15:12:00",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11243798, 11113722",,"T1241608/1, 8749, 8349",500,,2,173,
ProductionRestarted,Counter,"07/11/2024,15:13:33",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11278882, 11140701",,"T1241608/1, 8770, 8366",500,,2,173,
ProductionInterrupted,Counter,"07/11/2024,15:14:28",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11325245, 11186724",,"T1241608/1, 8799, 8395",500,,2,202,
ProductionRestarted,Counter,"07/11/2024,15:14:33",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11325245, 11186724",,"T1241608/1, 8799, 8395",500,,2,202,
ProductionInterrupted,Counter,"07/11/2024,15:18:12",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11495054, 11345424",,"T1241608/1, 8906, 8495",500,,2,302,
ProductionRestarted,Counter,"07/11/2024,15:18:17",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11495054, 11345424",,"T1241608/1, 8906, 8495",500,,2,302,
ProductionInterrupted,Counter,"07/11/2024,15:18:53",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11495054, 11345424",,"T1241608/1, 8906, 8495",500,,2,318,
ProductionRestarted,Counter,"07/11/2024,15:22:28",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11523620, 11370816",,"T1241608/1, 8924, 8511",500,,2,318,
ProductionInterrupted,Counter,"07/11/2024,15:22:46",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11538073, 11385099",,"T1241608/1, 8933, 8520",500,,2,327,
ProductionRestarted,Counter,"07/11/2024,15:22:56",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11538073, 11385099",,"T1241608/1, 8933, 8520",500,,2,327,
ProductionInterrupted,Counter,"07/11/2024,15:25:20",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11657098, 11504124",,"T1241608/1, 9008, 8595",500,,2,402,
ProductionRestarted,Counter,"07/11/2024,15:25:25",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11657098, 11504124",,"T1241608/1, 9008, 8595",500,,2,402,
ProductionTerminated,Counter,"07/11/2024,15:28:56",57479_-56,"57479_-56, 1",nadhir,"CU06CR023, 11822316, 11662824",,"T1241608/1, 9112, 8695",500,,2,502,
SampleStarted,Counter,"07/11/2024,15:34:33",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11822316, 11662824",,"T1241608/1, 9112, 8695",,,,,1
SampleTerminated,Counter,"07/11/2024,15:34:45",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11824073, 11662824",,"T1241608/1, 9112, 8695",,,,,1
LearnStarted,Counter,"07/11/2024,15:34:51",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11824073, 11662824",,"T1241608/1, 9112, 8695",,,,,
LearnAborted,Counter,"07/11/2024,15:35:21",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11824073, 11662824",,"T1241608/1, 9112, 8695",,,,,
LearnStarted,Counter,"07/11/2024,15:35:54",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11824073, 11662824",,"T1241608/1, 9112, 8695",,,,,
LearnStarted,Counter,"07/11/2024,15:36:04",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11824993, 11662824",,"T1241608/1, 9117, 8695",,,,,
LearnTerminated,Counter,"07/11/2024,15:36:28",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11825613, 11662824",,"T1241608/1, 9120, 8695",,,,,
ProductionStarted,Counter,"07/11/2024,15:38:03",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11825613, 11662824",,"T1241608/1, 9120, 8695",500,,,,
ProductionInterrupted,Counter,"07/11/2024,15:40:59",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11825613, 11662824",,"T1241608/1, 9120, 8695",500,,1,84,
ProductionRestarted,Counter,"07/11/2024,15:42:05",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11968613, 11796132",,"T1241608/1, 9209, 8779",500,,1,84,
ProductionInterrupted,Counter,"07/11/2024,15:42:37",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11994005, 11823111",,"T1241608/1, 9226, 8796",500,,1,101,
ProductionRestarted,Counter,"07/11/2024,15:42:43",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11994005, 11823111",,"T1241608/1, 9226, 8796",500,,1,101,
ProductionInterrupted,Counter,"07/11/2024,15:45:20",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 11994005, 11823111",,"T1241608/1, 9226, 8796",500,,1,171,
ProductionRestarted,Counter,"07/11/2024,15:47:30",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12116204, 11934201",,"T1241608/1, 9302, 8866",500,,1,171,
ProductionInterrupted,Counter,"07/11/2024,15:48:37",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12168915, 11981811",,"T1241608/1, 9335, 8896",500,,1,201,
ProductionRestarted,Counter,"07/11/2024,15:48:43",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12168915, 11981811",,"T1241608/1, 9335, 8896",500,,1,201,
ProductionInterrupted,Counter,"07/11/2024,15:51:15",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12289527, 12097662",,"T1241608/1, 9411, 8969",500,,1,274,
ProductionRestarted,Counter,"07/11/2024,15:51:25",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12289527, 12097662",,"T1241608/1, 9411, 8969",500,,1,274,
ProductionInterrupted,Counter,"07/11/2024,15:52:20",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12333963, 12140511",,"T1241608/1, 9439, 8996",500,,1,301,
ProductionRestarted,Counter,"07/11/2024,15:52:26",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12333963, 12140511",,"T1241608/1, 9439, 8996",500,,1,301,
ProductionInterrupted,Counter,"07/11/2024,15:52:44",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12333963, 12140511",,"T1241608/1, 9439, 8996",500,,1,305,
ProductionRestarted,Counter,"07/11/2024,15:52:57",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12346659, 12146859",,"T1241608/1, 9446, 9000",500,,1,305,
ProductionInterrupted,Counter,"07/11/2024,15:56:14",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12346659, 12146859",,"T1241608/1, 9446, 9000",500,,1,384,
LearnStarted,Counter,"07/11/2024,16:01:49",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12491076, 12272232",,"T1241608/1, 9537, 9079",,,,,
LearnTerminated,Counter,"07/11/2024,16:02:13",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12491696, 12272232",,"T1241608/1, 9540, 9079",,,,,
ProductionRestarted,Counter,"07/11/2024,16:02:34",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12491696, 12272232",,"T1241608/1, 9540, 9079",500,,1,384,
ProductionInterrupted,Counter,"07/11/2024,16:02:48",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12491696, 12272232",,"T1241608/1, 9540, 9079",500,,1,386,
ProductionRestarted,Counter,"07/11/2024,16:04:04",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12501388, 12275406",,"T1241608/1, 9545, 9081",500,,1,386,
ProductionInterrupted,Counter,"07/11/2024,16:04:16",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12501388, 12275406",,"T1241608/1, 9545, 9081",500,,1,387,
ProductionRestarted,Counter,"07/11/2024,16:04:24",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12509663, 12276993",,"T1241608/1, 9549, 9082",500,,1,387,
ProductionInterrupted,Counter,"07/11/2024,16:04:38",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12509663, 12276993",,"T1241608/1, 9549, 9082",500,,1,390,
ProductionRestarted,Counter,"07/11/2024,16:07:12",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12519185, 12281754",,"T1241608/1, 9555, 9085",500,,1,390,
ProductionInterrupted,Counter,"07/11/2024,16:07:28",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12519185, 12281754",,"T1241608/1, 9555, 9085",500,,1,393,
LearnStarted,Counter,"07/11/2024,16:09:14",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12530464, 12286515",,"T1241608/1, 9561, 9088",,,,,
LearnTerminated,Counter,"07/11/2024,16:09:38",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12531084, 12286515",,"T1241608/1, 9564, 9088",,,,,
ProductionRestarted,Counter,"07/11/2024,16:10:08",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12531084, 12286515",,"T1241608/1, 9564, 9088",500,,1,393,
ProductionInterrupted,Counter,"07/11/2024,16:10:23",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12543950, 12299211",,"T1241608/1, 9572, 9096",500,,1,401,
ProductionRestarted,Counter,"07/11/2024,16:10:28",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12543950, 12299211",,"T1241608/1, 9572, 9096",500,,1,401,
ProductionInterrupted,Counter,"07/11/2024,16:11:09",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12577277, 12332538",,"T1241608/1, 9593, 9117",500,,1,422,
ProductionRestarted,Counter,"07/11/2024,16:11:39",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12577277, 12332538",,"T1241608/1, 9593, 9117",500,,1,422,
ProductionTerminated,Counter,"07/11/2024,16:14:11",57479_-57,"57479_-57, 1",nadhir,"CU06CR023, 12702650, 12457911",,"T1241608/1, 9672, 9196",500,,1,501,
SampleStarted,Counter,"07/11/2024,16:24:59",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 140620, 134835",,"T1241608/1, 9672, 9196",,,,,1
SampleTerminated,Counter,"07/11/2024,16:25:11",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 141235, 134835",,"T1241608/1, 9672, 9196",,,,,1
LearnStarted,Counter,"07/11/2024,16:25:21",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 141235, 134835",,"T1241608/1, 9672, 9196",,,,,
LearnTerminated,Counter,"07/11/2024,16:25:45",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 141855, 134835",,"T1241608/1, 9675, 9196",,,,,
SampleStarted,Counter,"07/11/2024,16:26:06",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 141855, 134835",,"T1241608/1, 9675, 9196",,,,,1
SampleTerminated,Counter,"07/11/2024,16:26:18",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 142175, 134835",,"T1241608/1, 9676, 9196",,,,,1
LearnStarted,Counter,"07/11/2024,16:26:30",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 142175, 134835",,"T1241608/1, 9676, 9196",,,,,
LearnTerminated,Counter,"07/11/2024,16:26:54",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 142795, 134835",,"T1241608/1, 9679, 9196",,,,,
SampleStarted,Counter,"07/11/2024,16:27:19",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 142795, 134835",,"T1241608/1, 9679, 9196",,,,,1
SampleTerminated,Counter,"07/11/2024,16:27:32",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 143115, 134835",,"T1241608/1, 9680, 9196",,,,,1
SampleStarted,Counter,"07/11/2024,16:27:53",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 143115, 134835",,"T1241608/1, 9680, 9196",,,,,1
SampleTerminated,Counter,"07/11/2024,16:28:05",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 143435, 134835",,"T1241608/1, 9681, 9196",,,,,1
LearnStarted,Counter,"07/11/2024,16:28:56",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 143435, 134835",,"T1241608/1, 9681, 9196",,,,,
LearnTerminated,Counter,"07/11/2024,16:29:19",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 144055, 134835",,"T1241608/1, 9684, 9196",,,,,
LearnStarted,Counter,"07/11/2024,16:31:42",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 144055, 134835",,"T1241608/1, 9684, 9196",,,,,
LearnTerminated,Counter,"07/11/2024,16:32:06",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 144675, 134835",,"T1241608/1, 9687, 9196",,,,,
SampleStarted,Counter,"07/11/2024,16:32:25",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 144675, 134835",,"T1241608/1, 9687, 9196",,,,,1
SampleTerminated,Counter,"07/11/2024,16:32:38",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 145290, 134835",,"T1241608/1, 9688, 9196",,,,,1
ProductionStarted,Counter,"07/11/2024,16:33:09",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 145290, 134835",,"T1241608/1, 9688, 9196",500,,,,
ProductionInterrupted,Counter,"07/11/2024,16:33:33",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 149465, 138840",,"T1241608/1, 9697, 9205",500,,,9,
ProductionRestarted,Counter,"07/11/2024,16:34:12",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 149465, 138840",,"T1241608/1, 9697, 9205",500,,,9,
ProductionInterrupted,Counter,"07/11/2024,16:34:31",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 152580, 141955",,"T1241608/1, 9704, 9212",500,,1,16,
ProductionRestarted,Counter,"07/11/2024,16:35:40",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 152580, 141955",,"T1241608/1, 9704, 9212",500,,1,16,
ProductionInterrupted,Counter,"07/11/2024,16:39:37",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 190405, 179780",,"T1241608/1, 9789, 9297",500,,1,101,
ProductionRestarted,Counter,"07/11/2024,16:39:44",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 190405, 179780",,"T1241608/1, 9789, 9297",500,,1,101,
ProductionInterrupted,Counter,"07/11/2024,16:42:26",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 216215, 205590",,"T1241608/1, 9847, 9355",500,,1,159,
LearnStarted,Counter,"07/11/2024,16:45:31",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 216215, 205590",,"T1241608/1, 9847, 9355",,,,,
LearnTerminated,Counter,"07/11/2024,16:45:55",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 216835, 205590",,"T1241608/1, 9850, 9355",,,,,
ProductionRestarted,Counter,"07/11/2024,16:46:20",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 216835, 205590",,"T1241608/1, 9850, 9355",500,,,159,
ProductionInterrupted,Counter,"07/11/2024,16:48:15",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 235695, 224280",,"T1241608/1, 9892, 9397",500,,1,201,
ProductionRestarted,Counter,"07/11/2024,16:48:22",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 235695, 224280",,"T1241608/1, 9892, 9397",500,,1,201,
ProductionInterrupted,Counter,"07/11/2024,16:53:00",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 280195, 268780",,"T1241608/1, 9992, 9497",500,,1,301,
ProductionRestarted,Counter,"07/11/2024,16:53:07",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 280195, 268780",,"T1241608/1, 9992, 9497",500,,1,301,
ProductionInterrupted,Counter,"07/11/2024,16:57:48",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 325140, 313725",,"T1241608/1, 10093, 9598",500,,2,402,
ProductionRestarted,Counter,"07/11/2024,16:57:55",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 325140, 313725",,"T1241608/1, 10093, 9598",500,,2,402,
ProductionTerminated,Counter,"07/11/2024,17:02:34",57479_-9,"57479_-9, 1",nadhir,"CU06CR017, 369640, 358225",,"T1241608/1, 10193, 9698",500,,2,502,
SampleStarted,Counter,"07/11/2024,17:11:36",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2133814, 2021494",,"T1241608/1, 10193, 9698",,,,,1
SampleStarted,Counter,"07/11/2024,17:17:00",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2133814, 2021494",,"T1241608/1, 10193, 9698",,,,,1
SampleTerminated,Counter,"07/11/2024,17:17:13",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2134134, 2021494",,"T1241608/1, 10194, 9698",,,,,1
SampleStarted,Counter,"07/11/2024,17:18:06",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2134134, 2021494",,"T1241608/1, 10194, 9698",,,,,1
SampleTerminated,Counter,"07/11/2024,17:18:18",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2134454, 2021494",,"T1241608/1, 10195, 9698",,,,,1
SampleStarted,Counter,"07/11/2024,17:19:23",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2134454, 2021494",,"T1241608/1, 10195, 9698",,,,,1
SampleTerminated,Counter,"07/11/2024,17:19:35",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2134774, 2021494",,"T1241608/1, 10196, 9698",,,,,1
SampleStarted,Counter,"07/11/2024,17:20:34",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2134774, 2021494",,"T1241608/1, 10196, 9698",,,,,1
SampleTerminated,Counter,"07/11/2024,17:20:46",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2135094, 2021494",,"T1241608/1, 10197, 9698",,,,,1
SampleStarted,Counter,"07/11/2024,17:21:34",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2135094, 2021494",,"T1241608/1, 10197, 9698",,,,,1
SampleTerminated,Counter,"07/11/2024,17:21:46",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2135414, 2021494",,"T1241608/1, 10198, 9698",,,,,1
SampleStarted,Counter,"07/11/2024,17:22:15",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2135414, 2021494",,"T1241608/1, 10198, 9698",,,,,1
SampleTerminated,Counter,"07/11/2024,17:22:27",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2135734, 2021494",,"T1241608/1, 10199, 9698",,,,,1
SampleStarted,Counter,"07/11/2024,17:23:37",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2135734, 2021494",,"T1241608/1, 10199, 9698",,,,,1
SampleTerminated,Counter,"07/11/2024,17:23:49",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2136054, 2021494",,"T1241608/1, 10200, 9698",,,,,1
SampleStarted,Counter,"07/11/2024,17:24:29",57479_-34,"57479_-34, 1",nadhir,"CU04CR004, 2136054, 2021494",,"T1241608/1, 10200, 9698",,,,,1
